Date,Open,High,Low,Close,Volume BTC,Volume USDT,Volume USDT mil
4/1/2019,4103.95,4158.7,4067,4144.56,23934.61,98897382.91,98.89738291
3/19/2019,3987.81,4002.99,3983.14,3998.9,943.68,3770271.68,3.77027168
3/18/2019,3981.14,4037,3953.33,3987.81,21381.83,85249694.91,85.24969491
3/17/2019,4005.98,4012,3950.01,3981.14,18102.89,72063019.54,72.06301954
3/16/2019,3923.76,4056.98,3921.98,4005.98,26886.25,107497618.6,107.4976186
3/15/2019,3877.12,3939.22,3872.2,3923.76,20766.29,81114891.34,81.11489134
3/14/2019,3866,3920,3810.43,3877.12,25316.25,97969538.78,97.96953878
3/13/2019,3882.73,3893.56,3840,3866,23349.97,90381736.59,90.38173659
3/12/2019,3871.61,3905.2,3826.06,3882.73,25517.64,98954297.4,98.9542974
3/11/2019,3916.82,3936.98,3830,3871.61,35945.48,139488437.9,139.4884379
3/10/2019,3943.04,3943.43,3881.69,3916.82,22134.42,86575687.94,86.57568794
3/9/2019,3864.89,3971.75,3854.75,3943.04,29345.08,114942454.6,114.9424546
3/8/2019,3873.64,3932,3800,3864.89,32646.03,126907648.3,126.9076483
3/7/2019,3861.84,3905.4,3840.4,3873.64,25223.89,97813042.1,97.8130421
3/6/2019,3857.73,3907,3813.09,3861.84,23217.87,89407898.27,89.40789827
3/5/2019,3715.3,3877.1,3703.55,3857.73,30814.57,116787730.3,116.7877303
3/4/2019,3807.75,3830,3670.69,3715.3,32609.38,121780238.8,121.7802388
3/3/2019,3819.93,3835,3781.32,3807.75,15984.76,60995557.62,60.99555762
3/2/2019,3823,3841.31,3772.25,3819.93,18494.08,70548329.53,70.54832953
3/1/2019,3813.69,3857,3813.01,3823,22279.3,85419292.59,85.41929259
2/28/2019,3818.07,3888,3763.87,3813.69,30671.7,117459044.7,117.4590447
2/27/2019,3809.23,3838.85,3677.17,3818.07,29414.85,111687755.6,111.6877556
2/26/2019,3827.92,3841.51,3777,3809.23,27290.26,104034920.1,104.0349201
2/25/2019,3743.56,3872.66,3740,3827.92,36041.94,137427517.2,137.4275172
2/24/2019,4117.76,4198,3712.66,3743.56,57263.85,224883719.8,224.8837198
2/23/2019,3962,4162.02,3933.15,4117.76,31093.41,125401353.3,125.4013533
2/22/2019,3937.31,3988,3926.65,3962,22768.18,90091055.39,90.09105539
2/21/2019,3969.74,4016.48,3901.03,3937.31,29171.27,115083645.2,115.0836452
2/20/2019,3907.79,3986.98,3870.66,3969.74,34310.79,135108358,135.108358
2/19/2019,3898.6,3994.52,3856,3907.79,46824.36,183807678.8,183.8076788
2/18/2019,3667.58,3925,3655,3898.6,59288.85,224852810.2,224.8528102
2/17/2019,3618.41,3700.11,3604.4,3667.58,24263.28,88228964.53,88.22896453
2/16/2019,3602.47,3648.18,3597.91,3618.41,18663.59,67623931.31,67.62393131
2/15/2019,3590.56,3653.23,3573.45,3602.47,19769.69,71300223.62,71.30022362
2/14/2019,3609.4,3626.4,3568.11,3590.56,20761.21,74794370.44,74.79437044
2/13/2019,3631.46,3670,3591.75,3609.4,24611.21,89139062.5,89.1390625
2/12/2019,3631.05,3667.6,3582.34,3631.46,27762.12,100548787.8,100.5487878
2/11/2019,3680.06,3684.9,3615.53,3631.05,23745.31,86333971.26,86.33397126
2/10/2019,3665.18,3684.99,3609.76,3680.06,22082.81,80442931.34,80.44293134
2/9/2019,3659.04,3680.02,3625.13,3665.18,23735.25,86743521.43,86.74352143
2/8/2019,3398.4,3733.58,3373.1,3659.04,42214.12,149907760.6,149.9077606
2/7/2019,3405.37,3426.45,3390,3398.4,17480.03,59571238.69,59.57123869
2/6/2019,3471.59,3482.72,3380,3405.37,31770.65,108428107,108.428107
2/5/2019,3463.22,3478.97,3448.43,3471.59,23887.57,82723836.65,82.72383665
2/4/2019,3458.11,3484.88,3433.31,3463.22,22042.4,76254597.8,76.2545978
2/3/2019,3504.77,3511.09,3426,3458.11,18877.23,65376524.31,65.37652431
2/2/2019,3462.07,3526.4,3440.29,3504.77,16992.58,58911316.57,58.91131657
2/1/2019,3434.1,3488,3401.2,3462.07,23916.44,82446163.33,82.44616333
1/31/2019,3458.18,3489.2,3418.8,3434.1,27928.55,96152449.61,96.15244961
1/30/2019,3411.04,3478,3387.1,3458.18,22692.88,78125806.13,78.12580613
1/29/2019,3434.15,3443.45,3349.92,3411.04,27562.68,93813988.41,93.81398841
1/28/2019,3550.84,3557.75,3381.5,3434.15,37359.71,128787569.3,128.7875693
1/27/2019,3565.25,3579,3486,3550.84,20433.19,72613676.69,72.61367669
1/26/2019,3565.29,3662.94,3545,3565.25,17673.42,63344444.71,63.34444471
1/25/2019,3569.62,3587.15,3522.51,3565.29,16546.4,58864938.78,58.86493878
1/24/2019,3552.82,3589,3529.22,3569.62,19692.71,70006296.01,70.00629601
1/23/2019,3570.93,3607.98,3514.5,3552.82,23071.74,82165371.55,82.16537155
1/22/2019,3526.9,3608.5,3446.69,3570.93,25231.55,89395437.4,89.3954374
1/21/2019,3539.28,3559.51,3485.04,3526.9,18434.38,65059626.45,65.05962645
1/20/2019,3665.3,3693.73,3475,3539.28,23551.29,84251226.23,84.25122623
1/19/2019,3594.87,3720,3594.23,3665.3,18624.79,68293032.66,68.29303266
1/18/2019,3616.21,3619.99,3565.75,3594.87,21672.42,77956595.66,77.95659566
1/17/2019,3591.84,3634.7,3533.44,3616.21,27614.97,99041752.72,99.04175272
1/16/2019,3553.06,3645,3543.51,3591.84,25757.79,92324270.78,92.32427078
1/15/2019,3626.09,3648.42,3518.44,3553.06,30770.45,110721208.2,110.7212082
1/14/2019,3476.81,3671.87,3467.02,3626.09,31190.38,111116129.2,111.1161292
1/13/2019,3583.13,3611.1,3444.28,3476.81,22754.41,80130875.79,80.13087579
1/12/2019,3601.31,3618.19,3531.06,3583.13,20541.52,73689073.67,73.68907367
1/11/2019,3585.88,3658,3526.98,3601.31,34260.22,123044676.4,123.0446764
1/10/2019,3966.65,3996.01,3540,3585.88,47895.41,178756130.9,178.7561309
1/9/2019,3955.13,4006.81,3930.04,3966.65,27503.63,109315054.9,109.3150549
1/8/2019,3975.45,4067.66,3922,3955.13,34365.46,136737939.1,136.7379391
1/7/2019,3987.6,4017.9,3921.53,3975.45,29452.09,117221283.7,117.2212837
1/6/2019,3770.96,4027.71,3740,3987.6,32566.9,126593889.7,126.5938897
1/5/2019,3792.01,3840.99,3751,3770.96,28675.53,108993305.9,108.9933059
1/4/2019,3766.78,3823.64,3703.57,3792.01,27721.3,104281819,104.281819
1/3/2019,3858.56,3862.74,3730,3766.78,27461.97,104293179.8,104.2931798
1/2/2019,3797.14,3882.14,3750.45,3858.56,33035.13,125781952.9,125.7819529
1/1/2019,3702.9,3810.16,3642,3797.14,22043.98,81818002.59,81.81800259
12/31/2018,3801.91,3810,3637.78,3702.9,27000,100763786.7,100.7637867
12/30/2018,3695.32,3903.5,3657.9,3801.91,30282.17,113873648.5,113.8736485
12/29/2018,3839.26,3892,3670,3695.32,34488.38,131634641.8,131.6346418
12/28/2018,3567.91,3887.25,3540.04,3839.26,40839.17,151406617,151.406617
12/27/2018,3777.74,3813.98,3535,3567.91,40266.32,147943217.9,147.9432179
12/26/2018,3745.79,3837.15,3656.74,3777.74,39961.75,149732459.7,149.7324597
12/25/2018,4008.01,4020,3646.41,3745.79,56383.4,211665332.9,211.6653329
12/24/2018,3929.71,4198,3924.83,4008.01,58403.15,239128837.6,239.1288376
12/23/2018,3948.91,4021.53,3870,3929.71,37881.01,149909406.6,149.9094066
12/22/2018,3838.66,3979,3785,3948.91,40231.99,155073329.6,155.0733296
12/21/2018,4049.62,4139.99,3764,3838.66,75158.54,297414584.8,297.4145848
12/20/2018,3662.22,4120,3635,4049.62,89802.98,353522264.5,353.5222645
12/19/2018,3652.98,3912.73,3622.55,3662.22,85810.88,321352553.6,321.3525536
12/18/2018,3509.08,3678.59,3424.47,3652.98,56798.2,200359773.2,200.3597732
12/17/2018,3228.67,3585,3216,3509.08,59026.9,202235081.9,202.2350819
12/16/2018,3211.72,3294,3186,3228.67,23376.74,76001723.18,76.00172318
12/15/2018,3224.17,3276.5,3156.26,3211.72,28287.18,90753503.7,90.7535037
12/14/2018,3302.06,3335,3177,3224.17,40946.18,133564459.4,133.5644594
12/13/2018,3445,3460,3255.5,3302.06,37471.7,126209442.5,126.2094425
12/12/2018,3380.39,3492,3350,3445,31471.86,107823027.7,107.8230277
12/11/2018,3432.88,3463.5,3324.32,3389.69,33394.16,113264068.9,113.2640689
12/10/2018,3545.37,3610,3370.11,3432.88,37581.44,130691360.7,130.6913607
12/9/2018,3410.93,3658,3394.04,3545.37,41424.25,145607074.8,145.6070748
12/8/2018,3403.55,3495,3276.47,3410.93,50131.6,170227499.7,170.2274997
12/7/2018,3508.75,3549.99,3224.6,3403.55,83526.75,282816671.3,282.8166713
12/6/2018,3769.84,3899.99,3500,3508.75,58566.12,218397171.3,218.3971713
12/5/2018,3951.64,3970,3745,3769.84,40324.34,155318420.1,155.3184201
12/4/2018,3884.01,4085,3785.94,3951.64,43819.45,173269898.3,173.2698983
12/3/2018,4161.01,4179,3827.02,3884.01,43575.4,173213815.7,173.2138157
12/2/2018,4190.02,4312.99,4103.04,4161.01,36617.34,153308532.3,153.3085323
12/1/2018,4041.32,4299.99,3963.01,4190.02,41538.32,172412131.9,172.4121319
11/30/2018,4295.84,4341.36,3943,4053.09,61088.09,251530358.1,251.5303581
11/29/2018,4264.85,4450.38,4125.65,4295.84,67935.45,290872551.6,290.8725516
11/28/2018,3875.21,4394.47,3874.27,4264.85,82187.35,341820074.5,341.8200745
11/27/2018,3862.2,3940,3689.12,3875.21,62299.14,237845870.2,237.8458702
11/26/2018,4085.78,4206,3701,3862.2,84761.59,335099625.7,335.0996257
11/25/2018,3932.44,4233,3652.66,4085.78,89041.61,348653386.3,348.6533863
11/24/2018,4420.61,4527,3824.69,3932.44,52612.04,221518598.3,221.5185983
11/23/2018,4370,4484,4222.94,4420.61,45007.85,196337635.7,196.3376357
11/22/2018,4661.07,4721.77,4335,4370,31617.81,144312768.2,144.3127682
11/21/2018,4558.86,4787.2,4413.85,4661.07,56391.89,259711255,259.711255
11/20/2018,4910.03,5048.24,4326,4558.86,100503.22,469785894.3,469.7858943
11/19/2018,5662,5664,4855,4910.03,63314.09,330584758.2,330.5847582
11/18/2018,5628.29,5738.17,5617,5662,22864.8,129338526.2,129.3385262
11/17/2018,5655.94,5656.6,5565.43,5628.29,25511.48,143028990.2,143.0289902
11/16/2018,5753.4,5782.89,5549.25,5655.94,36665.71,207469638.5,207.4696385
11/15/2018,5922.41,5939.54,5403.42,5753.4,41943.86,237668666.7,237.6686667
11/14/2018,6457.66,6482.84,5656.87,5922.41,38778.76,233505327.3,233.5053273
11/13/2018,6453.07,6498,6391.15,6457.66,11198.97,72321959.6,72.3219596
11/12/2018,6449.81,6497,6421,6453.07,9558.74,61686559.15,61.68655915
11/11/2018,6433.05,6462.14,6355,6449.81,7738.64,49665474.07,49.66547407
11/10/2018,6419.99,6475.55,6411,6433.05,7406.31,47755415.52,47.75541552
11/9/2018,6479.84,6511.53,6391.01,6419.99,11145.39,71860361.29,71.86036129
11/8/2018,6578.46,6594,6468.22,6479.84,12284.48,80095279.63,80.09527963
11/7/2018,6519.11,6615.15,6509,6578.46,13205.39,86807342.57,86.80734257
11/6/2018,6468.99,6531.31,6445.18,6519.11,11223.92,72777315.11,72.77731511
11/5/2018,6485.85,6504.39,6431.02,6468.99,8479.5,54839521.39,54.83952139
11/4/2018,6387.09,6525,6359,6485.85,9989.26,64280718.03,64.28071803
11/3/2018,6433.98,6439.97,6345,6387.09,7310.55,46694322.28,46.69432228
11/2/2018,6410,6460.34,6388.2,6433.98,9306.69,59808495.03,59.80849503
11/1/2018,6371.93,6442.65,6348.66,6410,8704.28,55513599.97,55.51359997
10/31/2018,6330.87,6428,6245.02,6371.93,11288.16,71519794.26,71.51979426
10/30/2018,6344.5,6395,6317.01,6330.87,8511.93,54072418.92,54.07241892
10/29/2018,6489.93,6505.01,6315,6344.5,12371.58,79170939.83,79.17093983
10/28/2018,6505.6,6514.17,6453,6489.93,5496.14,35689511.81,35.68951181
10/27/2018,6538.63,6558.35,6476.18,6505.6,7049.62,45941295.7,45.9412957
10/26/2018,6528.09,6600,6515.01,6538.63,9179.12,60059940.66,60.05994066
10/25/2018,6565.5,6575.09,6502.8,6528.09,9910.04,64861696.49,64.86169649
10/24/2018,6553.51,6630,6547.53,6565.5,11591.53,76420164.38,76.42016438
10/23/2018,6581.2,6595,6515.45,6553.51,13462.11,88380390.73,88.38039073
10/22/2018,6590.11,6639,6535.27,6581.2,15770.56,103897094.4,103.8970944
10/21/2018,6588.4,6663.9,6580,6590.11,6239.58,41319056.01,41.31905601
10/20/2018,6528.88,6617.65,6505.55,6588.4,18944.66,124380958,124.380958
10/19/2018,6618.96,6648.14,6523,6528.88,20150.2,132584941.5,132.5849415
10/18/2018,6740.89,6796,6567,6618.96,18985.84,127224734.3,127.2247343
10/17/2018,6759.27,6811.12,6676.01,6740.89,25902.71,174661338.2,174.6613382
10/16/2018,6755.73,6755.73,6708.49,6708.49,0,0,0
10/15/2018,6339.34,7600,6300,6755.73,71305.79,491227249.1,491.2272491
10/14/2018,6332.93,6416,6308,6339.34,15032.82,95740365.42,95.74036542
10/13/2018,6298.01,6345,6285.07,6332.93,18677.34,118068683.6,118.0686836
10/12/2018,6252.68,6360,6209,6298.01,28152.99,177661984.1,177.6619841
10/11/2018,6631,6633.92,6205,6252.68,45289.8,286479848.1,286.4798481
10/10/2018,6656.61,6659.95,6530,6631,14686.17,96963742.75,96.96374275
10/9/2018,6673.01,6685.38,6607,6656.61,14905.45,99126992.26,99.12699226
10/8/2018,6615.26,6715.6,6587,6673.01,22269.64,148015014.3,148.0150143
10/7/2018,6594.27,6640,6525,6615.26,16867.06,110939270.1,110.9392701
10/6/2018,6635.65,6651,6566.77,6594.27,10604.16,70034483.02,70.03448302
10/5/2018,6593.79,6697,6543.08,6635.65,15185.82,100230383.5,100.2303835
10/4/2018,6510,6643.46,6505.09,6593.79,19316.97,127356525.1,127.3565251
10/3/2018,6525.79,6549,6430,6510,27403.24,177823758.1,177.8237581
10/2/2018,6611.61,6640,6494,6525.79,27259.9,179259561.7,179.2595617
10/1/2018,6626.57,6667.09,6510,6611.61,19444.16,128365960.4,128.3659604
9/30/2018,6596.38,6662,6533,6626.57,27030.58,178592346.3,178.5923463
9/29/2018,6634.58,6636,6464.57,6596.38,29116.99,190971287.2,190.9712872
9/28/2018,6689.13,6814.8,6540.88,6634.58,40167.47,268266953.7,268.2669537
9/27/2018,6465.12,6750,6434,6689.13,31366.55,205546000.2,205.5460002
9/26/2018,6447.54,6557.99,6380,6465.12,32046.99,207541728.1,207.5417281
9/25/2018,6581.39,6584.01,6325.02,6447.54,38074.01,244602341.6,244.6023416
9/24/2018,6708,6730,6557,6581.39,33414.49,221830056.3,221.8300563
9/23/2018,6723.05,6788.23,6661.75,6708,29311.77,196932806.4,196.9328064
9/22/2018,6759.02,6839.03,6627,6723.05,27339.77,183725830.8,183.7258308
9/21/2018,6492,6784.86,6491,6759.02,47817.08,319306130.7,319.3061307
9/20/2018,6391.89,6540,6325,6492,23631.22,151828905.3,151.8289053
9/19/2018,6336.45,6517.7,6123,6391.89,34541.26,218908245.4,218.9082454
9/18/2018,6248.69,6390,6224.98,6336.45,31411.52,198091202.2,198.0912022
9/17/2018,6505,6533.84,6201,6248.69,33303.91,211888248.8,211.8882488
9/16/2018,6514.96,6524.62,6375.13,6505,25675.79,166422338.1,166.4223381
9/15/2018,6476.63,6565.45,6466.13,6514.96,24486.34,159621706,159.621706
9/14/2018,6487.38,6584.99,6385.62,6476.63,34777.26,225935166.3,225.9351663
9/13/2018,6338.62,6535,6337.4,6487.38,38129.96,245913048.4,245.9130484
9/12/2018,6294.91,6360,6192.37,6338.62,30266.86,190076690.5,190.0766905
9/11/2018,6312,6404,6170,6294.91,31017.23,195248652.4,195.2486524
9/10/2018,6250.81,6373.98,6221,6312,31429.19,197824245.9,197.8242459
9/9/2018,6185.05,6441,6141.53,6250.81,34394.57,216780551.4,216.7805514
9/8/2018,6395.54,6478,6111,6185.05,34684.08,219588081.1,219.5880811
9/7/2018,6516.01,6544,6320,6395.54,37193,239707773.5,239.7077735
9/6/2018,6700,6725,6286.05,6516.01,54232.17,349174551.1,349.1745511
9/5/2018,7359.06,7397.3,6682,6700,57250.23,404281550.1,404.2815501
9/4/2018,7263.02,7409.9,7227.17,7359.06,33876.24,248511072.7,248.5110727
9/3/2018,7302.01,7338.28,7191.63,7263.02,30914.26,224625789.5,224.6257895
9/2/2018,7200.01,7345.45,7127,7302.01,37719.06,273323233,273.323233
9/1/2018,7011.21,7275,7008.74,7200.01,37858.84,269659435.1,269.6594351
8/31/2018,6984.84,7089,6888,7011.21,38515.35,269101804.1,269.1018041
8/30/2018,7031.22,7063.63,6784.81,6984.84,41565.87,287626873,287.626873
8/29/2018,7076.11,7133.81,6912.34,7031.22,40220.91,283327238.4,283.3272384
8/28/2018,6908.64,7135,6860,7076.11,44829.18,313540617.6,313.5406176
8/27/2018,6700,6940.51,6646.5,6908.64,34508.75,232201020.4,232.2010204
8/26/2018,6733.64,6775.27,6568,6700,18564.21,123840620.2,123.8406202
8/25/2018,6681.64,6789,6650.61,6733.64,18091.61,121496443.5,121.4964435
8/24/2018,6525.01,6725,6440.5,6681.64,35913.86,235813943.4,235.8139434
8/23/2018,6360.89,6576.99,6342.28,6525.01,38250.32,246188292,246.188292
8/22/2018,6480,6882.54,6251.2,6360.89,67162.63,442016859,442.016859
8/21/2018,6254.84,6500,6235.08,6480,39854.49,254469529.7,254.4695297
8/20/2018,6477.53,6530,6220,6254.84,46545.59,299203081.8,299.2030818
8/19/2018,6387.96,6541,6300,6477.53,43738.26,279949502.3,279.9495023
8/18/2018,6584.49,6620,6288,6387.96,50598.18,325752517.9,325.7525179
8/17/2018,6311.75,6585,6285.4,6584.49,54348.71,351803544.7,351.8035447
8/16/2018,6267.16,6480,6205.6,6311.75,45018.33,285558549.3,285.5585493
8/15/2018,6188.08,6609,6172.11,6267.16,61848.78,394600658,394.600658
8/14/2018,6246.35,6250.33,5880,6188.08,44408.54,268258399.6,268.2583996
8/13/2018,6308.33,6540.1,6145.04,6246.35,50100.77,317507847.1,317.5078471
8/12/2018,6077.3,6077.3,6077.3,6077.3,0,0,0
8/11/2018,6144.01,6177,5982,6077.3,22413.41,136726013.1,136.7260131
8/10/2018,6529.79,6575.88,6026.39,6144.01,52332.83,332567279.8,332.5672798
8/9/2018,6285,6622.81,6178.6,6529.79,47729.05,305798216,305.798216
8/8/2018,6720.06,6721.54,6123,6285,53301.26,342494963.8,342.4949638
8/7/2018,6934.82,7150.46,6670,6720.06,41214.02,287269304.5,287.2693045
8/6/2018,7024.19,7160,6821,6934.82,30793.32,215340256.4,215.3402564
8/5/2018,7009.84,7089.87,6882.29,7024.19,31146.24,217779907.4,217.7799074
8/4/2018,7418.78,7494.81,6926,7009.84,32996.7,238712517.3,238.7125173
8/3/2018,7525.71,7540,7282.44,7418.78,41280.01,305470420.6,305.4704206
8/2/2018,7611.64,7702.71,7455.72,7525.71,33407.69,253238243.5,253.2382435
8/1/2018,7730.93,7750,7430,7611.64,39394.76,298179092.9,298.1790929
7/31/2018,8173.92,8180,7633,7730.93,43682.43,343739655.8,343.7396558
7/30/2018,8211,8273,7866,8173.92,36011.52,291881176,291.881176
7/29/2018,8225.04,8294.51,8115,8211,24675.06,202538475.5,202.5384755
7/28/2018,8188.57,8246.54,8067,8225.04,25222.34,206256401.9,206.2564019
7/27/2018,7920,8285,7805,8188.57,40369.01,324341394.4,324.3413944
7/26/2018,8175.64,8315.69,7850.06,7920,39535.19,322274225.2,322.2742252
7/25/2018,8397.24,8491.77,8050,8175.64,44943.17,370776686.8,370.7766868
7/24/2018,7721.01,8486,7696,8397.24,54851.84,444400985,444.400985
7/23/2018,7394.79,7829,7375,7721.01,38041.48,292426701.7,292.4267017
7/22/2018,7398.78,7582.4,7335.5,7394.79,28538.74,212719876.6,212.7198766
7/21/2018,7337.53,7458.47,7211,7398.78,27274.39,200313325.7,200.3133257
7/20/2018,7466.21,7700,7273,7337.53,40701.57,302301323.5,302.3013235
7/19/2018,7381.9,7573.99,7270,7466.21,38217.46,282897223.8,282.8972238
7/18/2018,7317.44,7588.08,7225.38,7381.9,53379.35,395394487.1,395.3944871
7/17/2018,6723.35,7452,6652.04,7317.44,44749.42,312457623.2,312.4576232
7/16/2018,6353.01,6747.3,6330.4,6723.35,33547.54,219676880.6,219.6768806
7/15/2018,6251.99,6395,6225.4,6353.01,22302.78,141120821.5,141.1208215
7/14/2018,6214.57,6335,6178,6251.99,16980.84,105948150.4,105.9481504
7/13/2018,6250.57,6350,6110,6214.57,24233.9,151101104.4,151.1011044
7/12/2018,6378.07,6380.28,6070,6250.57,28442.93,176557543.4,176.5575434
7/11/2018,6296.91,6406,6278.99,6378.07,27261.07,173124986.8,173.1249868
7/10/2018,6662.12,6681,6263,6296.91,35210.77,227537376.9,227.5373769
7/9/2018,6712.1,6802.06,6612.24,6662.12,24981.94,167524258.7,167.5242587
7/8/2018,6756.98,6780,6668,6712.1,23296.28,157024170.3,157.0241703
7/7/2018,6609.78,6818.16,6508.88,6756.98,21978.78,144751086.7,144.7510867
7/6/2018,6529.2,6648.54,6425,6609.78,27529.34,180019371.3,180.0193713
7/5/2018,6586.98,6700,6453.78,6529.2,32443.55,213525835.3,213.5258353
7/4/2018,6513.86,6784.92,6441.11,6586.98,21412.98,141968661.2,141.9686612
7/3/2018,6615.29,6679.35,6463.01,6513.86,35198.66,231799827,231.799827
7/2/2018,6356.81,6685,6271.62,6615.29,33026.95,214590129,214.590129
7/1/2018,6390.07,6441.06,6251,6356.81,25719.81,163403693.2,163.4036932
6/30/2018,6197.92,6528.99,6186.03,6390.07,35066.33,223364691.1,223.3646911
6/29/2018,5853.98,6300,5780,6197.92,30874.03,183154912.3,183.1549123
6/28/2018,6133.73,6173.01,5827,5853.98,28898.22,175103059.1,175.1030591
6/27/2018,6070.78,6190.43,5971,6133.73,18233.86,111061529.9,111.0615299
6/26/2018,6252,6272.54,6035,6070.78,17954.65,110930092.4,110.9300924
6/25/2018,6136.97,6350,6080,6252,36191.98,224423378.2,224.4233782
6/24/2018,6149.98,6259.8,5750,6136.97,41296.18,247156010.1,247.1560101
6/23/2018,6045,6260,6008.48,6149.98,25275.69,154505308.6,154.5053086
6/22/2018,6718.84,6733.97,5918.94,6045,46190.22,290191631.3,290.1916313
6/21/2018,6761.51,6795,6672.57,6718.84,24610.33,165641459.1,165.6414591
6/20/2018,6741.21,6817.23,6551.81,6761.51,24856.17,165916535.4,165.9165354
6/19/2018,6712.46,6841.74,6653,6741.21,23242.74,156224462.4,156.2244624
6/18/2018,6449.61,6794.37,6380,6712.46,29675.51,194424208.2,194.4242082
6/17/2018,6483.98,6589.03,6422,6449.61,19251.31,125243769.6,125.2437696
6/16/2018,6388.9,6560,6320.86,6483.98,21157.78,136535324.2,136.5353242
6/15/2018,6635.98,6666.66,6362.31,6388.9,28128.53,183865198.4,183.8651984
6/14/2018,6292.78,6720,6260,6635.98,40272.35,261601191.9,261.6011919
6/13/2018,6530,6627.6,6118.68,6292.78,41763.12,267223119.5,267.2231195
6/12/2018,6872,6890.51,6435,6530,33509.64,224464654.9,224.4646549
6/11/2018,6764.99,6922,6610,6872,32459.41,218937664.1,218.9376641
6/10/2018,7491.73,7491.73,6622.81,6764.99,46345.2,325423841.7,325.4238417
6/9/2018,7603.44,7683.98,7450,7491.73,18385.98,139964329.1,139.9643291
6/8/2018,7691.08,7703.5,7531,7603.44,21943.48,167167412.8,167.1674128
6/7/2018,7658.84,7765,7620,7691.08,24050.89,185165404.4,185.1654044
6/6/2018,7625,7699,7467.05,7658.84,25975.09,197476363.7,197.4763637
